GeneID	pearson_corr	Best.hit.arabi.name	arabi.symbol	arabi.defline
Sobic.003G148000	0.904656691	AT3G58030.4		RING/U-box superfamily protein
Sobic.001G135100	0.904612032	AT5G22830.1	"ATMGT10,GMN10,MGT10,MRS2-11"	magnesium (Mg) transporter 10
Sobic.004G350100	0.90456822	AT1G65650.1	UCH2	"Peptidase C12, ubiquitin carboxyl-terminal hydrolase 1"
Sobic.003G397800	0.904548227	AT5G63120.2		P-loop containing nucleoside triphosphate hydrolases superfamily protein
Sobic.003G397800	0.904548227	AT5G63120.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
Sobic.008G104400	0.904546804	AT1G74250.1		DNAJ heat shock N-terminal domain-containing protein
Sobic.010G132600	0.904391773	AT5G13030.1		
Sobic.004G186800	0.904239502			
Sobic.001G391400	0.904218549	AT5G30510.1	"ARRPS1,RPS1"	ribosomal protein S1
Sobic.003G141000	0.904177187	AT3G62260.2		Protein phosphatase 2C family protein
Sobic.010G121500	0.904164002	AT5G47690.3		binding
Sobic.003G138900	0.904072655	AT3G62130.1		Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
Sobic.006G210200	0.904036742	AT1G79350.1	EMB1135	RING/FYVE/PHD zinc finger superfamily protein
Sobic.009G001100	0.903935319	AT1G68490.1		
Sobic.007G168600	0.903903184	AT3G54300.1	"ATVAMP727,VAMP727"	vesicle-associated membrane protein 727
Sobic.007G168600	0.903903184	AT3G54300.2	"ATVAMP727,VAMP727"	vesicle-associated membrane protein 727
Sobic.006G035300	0.903877392	AT3G28430.1		
Sobic.008G150300	0.903804722	AT5G64130.1		cAMP-regulated phosphoprotein 19-related protein
Sobic.002G200100	0.903713812	AT3G47610.1		transcription regulators;zinc ion binding
Sobic.002G352200	0.903589255	AT5G23250.1		"Succinyl-CoA ligase, alpha subunit"
Sobic.003G072300	0.903283275	AT3G55440.1	"ATCTIMC,CYTOTPI,TPI"	triosephosphate isomerase
Sobic.005G004400	0.903184817	AT5G06460.1	"ATUBA2,UBA 2"	ubiquitin activating enzyme 2
Sobic.001G174900	0.902981208	AT4G26630.2		DEK domain-containing chromatin associated protein
Sobic.001G399700	0.90293007	AT5G26940.3		"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
Sobic.002G110700	0.902913254	AT5G63440.2		Protein of unknown function (DUF167)
Sobic.002G110700	0.902913254	AT5G63440.3		Protein of unknown function (DUF167)
Sobic.002G371700	0.902913241	AT5G61970.1		signal recognition particle-related / SRP-related
Sobic.005G132400	0.902860855	AT5G13980.2		Glycosyl hydrolase family 38 protein
Sobic.004G093500	0.90278408	AT5G13340.1		
Sobic.010G238800	0.9027397	AT5G67230.1	"I14H,IRX14-L"	Nucleotide-diphospho-sugar transferases superfamily protein
Sobic.010G106200	0.902674926	AT3G49100.1		"Signal recognition particle, SRP9/SRP14 subunit"
Sobic.008G001200	0.902564868	AT3G45630.1		RNA binding (RRM/RBD/RNP motifs) family protein
Sobic.010G243200	0.902563123	AT4G31420.1		Zinc finger protein 622
Sobic.008G132600	0.902508176	AT4G24680.1	MOS1	modifier of snc1
Sobic.008G088842	0.902453226	AT3G48430.1	REF6	relative of early flowering 6
Sobic.001G373900	0.902382551	AT2G47820.1		
Sobic.010G206900	0.902226799	AT1G32750.1	"GTD1,HAC13,HAF01,HAF1,TAF1"	HAC13 protein (HAC13)
Sobic.002G157300	0.902148315	AT5G55260.1	"PPX-2,PPX2"	protein phosphatase X 2
Sobic.008G078400	0.902026551	AT2G43950.1	"ATOEP37,OEP37"	chloroplast outer envelope protein 37
Sobic.002G310200	0.901971301	AT5G51150.1		Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
Sobic.003G405700	0.901909306	AT5G50380.1	"ATEXO70F1,EXO70F1"	exocyst subunit exo70 family protein F1
Sobic.004G153200	0.901853953	AT1G04850.1		ubiquitin-associated (UBA)/TS-N domain-containing protein
Sobic.004G226800	0.901691731	AT1G73350.2		
Sobic.004G054100	0.901535902	AT3G05320.1		O-fucosyltransferase family protein
Sobic.001G207000	0.901373002	AT5G15270.1		RNA-binding KH domain-containing protein
Sobic.004G039100	0.901331799	AT1G55460.1		"DNA/RNA-binding protein Kin17, conserved region"
Sobic.007G106800	0.901222515	AT5G12230.1	MED19A	
Sobic.004G218600	0.901093768	AT2G20420.1		ATP citrate lyase (ACL) family protein
Sobic.010G223100	0.900895045	AT4G00060.1	MEE44	Nucleotidyltransferase family protein
Sobic.006G139100	0.900838664	AT1G49760.1	"PAB8,PABP8"	poly(A) binding protein 8
Sobic.002G299700	0.900833343	AT5G66030.1	"ATGRIP,GRIP"	Golgi-localized GRIP domain-containing protein
Sobic.002G111000	0.900579347	AT1G67420.1		Zn-dependent exopeptidases superfamily protein
Sobic.001G116200	0.900524406	AT4G01570.1		Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.009G046900	0.900457772	AT1G71070.1		"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
Sobic.003G294600	0.900406313	AT3G19510.1	HAT3.1	Homeodomain-like protein with RING/FYVE/PHD-type zinc finger domain
Sobic.009G231700	0.900363635	AT5G46070.1		Guanylate-binding family protein
Sobic.004G075200	0.900347255	AT1G67170.1		
Sobic.001G143500	0.900341856	AT2G30880.1		Pleckstrin homology (PH) domain-containing protein
Sobic.004G034900	0.900082512	AT1G16710.1	HAC12	histone acetyltransferase of the CBP family 12
Sobic.001G078100	0.900039729	AT2G23520.1		Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
Sobic.003G180900	0.900028311	AT2G37570.1	SLT1	HSP20-like chaperones superfamily protein
Sobic.002G351600	0.900025242	AT3G11945.1	"ATHST,HST,PDS2"	homogentisate prenyltransferase
Sobic.005G110409	0.899783657	AT2G43210.1		Ubiquitin-like superfamily protein
Sobic.001G378100	0.899719641	AT4G02260.2	"AT-RSH1,ATRSH1,RSH1"	RELA/SPOT homolog 1
Sobic.001G216600	0.899577207	AT2G45530.1		RING/U-box superfamily protein
Sobic.006G266600	0.899539101	AT5G08520.1		Duplicated homeodomain-like superfamily protein
Sobic.004G192900	0.89952332	AT1G19010.1		
Sobic.004G003401	0.899500669	AT2G45660.1	"AGL20,ATSOC1,SOC1"	AGAMOUS-like 20
Sobic.004G003401	0.899500669	AT4G25690.1		
Sobic.007G126600	0.899406304	AT1G60200.1		splicing factor PWI domain-containing protein / RNA recognition motif (RRM)-containing protein
Sobic.002G290300	0.899293307	AT1G50300.1	TAF15	TBP-associated factor 15
Sobic.003G246400	0.89908056	AT3G27850.1	RPL12-C	ribosomal protein L12-C
Sobic.003G223200	0.899006828	AT5G53180.1	"ATPTB2,PTB2"	polypyrimidine tract-binding protein 2
Sobic.008G032200	0.899001175	AT3G51650.1		
Sobic.009G191000	0.898836737	AT1G04300.1		TRAF-like superfamily protein
Sobic.002G299000	0.898765926	AT2G17520.1	"ATIRE1-2,IRE1-2,IRE1A"	Endoribonuclease/protein kinase IRE1-like
Sobic.010G262300	0.898756308	AT2G16460.1		Protein of unknown function (DUF1640)
Sobic.007G172200	0.898658008	AT3G10550.1		Myotubularin-like phosphatases II superfamily
Sobic.009G195200	0.89856871	AT1G71800.1	CSTF64	cleavage stimulating factor 64
Sobic.009G195200	0.89856871	AT1G73840.1	ESP1	hydroxyproline-rich glycoprotein family protein
Sobic.003G295700	0.898434571	AT5G42660.1		Protein of unknown function (DUF616)
Sobic.007G005500	0.898397685	AT1G48110.1	ECT7	evolutionarily conserved C-terminal region 7
Sobic.009G039800	0.898392769	AT5G11530.1	EMF1	embryonic flower 1 (EMF1)
Sobic.003G372700	0.898378517	AT1G35660.1		
Sobic.008G011100	0.898339811	AT1G10390.2		Nucleoporin autopeptidase
Sobic.008G011100	0.898339811	AT1G10390.1		Nucleoporin autopeptidase
Sobic.007G172300	0.898332684	AT3G62790.1		NADH-ubiquinone oxidoreductase-related
Sobic.003G220200	0.898279357	AT1G71410.1		ARM repeat superfamily protein
Sobic.008G047800	0.898214852	AT3G05090.2	LRS1	Transducin/WD40 repeat-like superfamily protein
Sobic.002G246600	0.898202978	AT2G42280.1		basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Sobic.002G093900	0.898056023	AT1G08370.1	"ATDCP1,DCP1"	decapping 1
Sobic.009G228700	0.898029202	AT4G28910.2	NINJA	novel interactor of JAZ
Sobic.004G269200	0.897978302	AT5G35980.1	YAK1	yeast YAK1-related gene 1
Sobic.007G200600	0.897907955	AT2G27100.1	SE	C2H2 zinc-finger protein SERRATE (SE)
Sobic.004G296800	0.897900714	AT2G43090.1		Aconitase/3-isopropylmalate dehydratase protein
Sobic.004G010700	0.897850704	AT4G05400.1		copper ion binding
Sobic.005G025700	0.897849202	AT5G16260.1	ELF9	RNA binding (RRM/RBD/RNP motifs) family protein
Sobic.002G147600	0.897700369	AT1G55860.2	UPL1	ubiquitin-protein ligase 1
Sobic.010G004100	0.897552092	AT5G47490.1		RGPR-related
Sobic.002G408300	0.897321521	AT2G47900.3	"AtTLP3,TLP3"	tubby like protein 3
Sobic.004G034500	0.897303703	AT2G43030.1		Ribosomal protein L3 family protein
Sobic.003G313500	0.897290682	AT1G04300.1		TRAF-like superfamily protein
Sobic.001G498400	0.897281657	AT3G53110.1	LOS4	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Sobic.010G269100	0.896742806	AT1G20110.1		RING/FYVE/PHD zinc finger superfamily protein
Sobic.010G029900	0.896548024	AT1G02100.1		Leucine carboxyl methyltransferase
Sobic.007G039300	0.896532387	AT4G36290.1	CRT1	compromised recognition of TCV 1
Sobic.003G187500	0.896525871	AT1G19100.1		"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein"
Sobic.001G004100	0.896425643	AT4G00090.1		Transducin/WD40 repeat-like superfamily protein
Sobic.004G237400	0.896291245	AT1G26830.1	"ATCUL3,ATCUL3A,CUL3,CUL3A"	cullin 3
Sobic.007G167500	0.896264056	AT3G45750.1		Nucleotidyltransferase family protein
Sobic.003G023500	0.896195078	AT3G05710.2	"ATSYP43,SYP43"	syntaxin of plants 43
Sobic.009G031200	0.896075126	AT1G02380.1		
Sobic.003G189800	0.896036504	AT3G20430.1		
Sobic.004G344800	0.895996757	AT2G20360.1		NAD(P)-binding Rossmann-fold superfamily protein
Sobic.007G195600	0.895989094	AT3G07210.1		
Sobic.009G033200	0.895818813	AT5G02790.1	GSTL3	Glutathione S-transferase family protein
Sobic.004G168500	0.895802763	AT5G06290.1	"2-Cys Prx B,2CPB"	2-cysteine peroxiredoxin B
Sobic.005G104500	0.895775522	AT5G64070.1	"PI-4KBETA1,PI4KBETA1"	phosphatidylinositol 4-OH kinase beta1
Sobic.003G387100	0.895757233	AT1G65260.1	"PTAC4,VIPP1"	plastid transcriptionally active 4
Sobic.008G153000	0.895659785	AT1G04300.1		TRAF-like superfamily protein
Sobic.010G025850	0.895628907	AT4G22740.2		glycine-rich protein
Sobic.010G025850	0.895628907	AT4G22740.1		glycine-rich protein
Sobic.001G105500	0.895587916	AT4G07990.1		Chaperone DnaJ-domain superfamily protein
Sobic.004G316800	0.895485094	AT2G06510.1	"ATRPA1A,ATRPA70A,RPA1A,RPA70A"	replication protein A 1A
Sobic.006G017000	0.89541526	AT4G15900.1	PRL1	pleiotropic regulatory locus 1
Sobic.008G165100	0.895314756	AT1G17070.1		GC-rich sequence DNA-binding factor-like protein with Tuftelin interacting domain
Sobic.007G044100	0.895233824	AT4G35800.1	"NRPB1,RNA_POL_II_LS,RNA_POL_II_LSRNA_POL_II_LS,RPB1"	RNA polymerase II large subunit
Sobic.003G316500	0.895223148	AT1G61140.3	EDA16	SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-related
Sobic.004G024600	0.895120379	AT4G17600.1	LIL3:1	Chlorophyll A-B binding family protein
Sobic.010G278800	0.895088674	AT4G21660.1		proline-rich spliceosome-associated (PSP) family protein
Sobic.010G145800	0.895006562	AT5G53060.1		RNA-binding KH domain-containing protein
Sobic.003G015900	0.894946912	AT3G13200.1	EMB2769	Cwf15 / Cwc15 cell cycle control family protein
Sobic.004G219900	0.894892107	AT1G08650.1	"ATPPCK1,PPCK1"	phosphoenolpyruvate carboxylase kinase 1
Sobic.001G478800	0.894864907	AT4G34310.1		alpha/beta-Hydrolases superfamily protein
Sobic.001G308400	0.894818098	AT2G27900.1		
Sobic.001G308400	0.894818098	AT2G27900.2		
Sobic.006G058100	0.894658004	AT5G50920.1	"ATHSP93-V,CLPC,CLPC1,DCA1,HSP93-V"	CLPC homologue 1
Sobic.009G049400	0.894656687	AT3G16630.1	"ATKINESIN-13A,KINESIN-13A"	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Sobic.010G230500	0.894628453	AT4G26980.1		RNI-like superfamily protein
Sobic.007G176200	0.894626444	AT1G20200.1	"EMB2719,HAP15"	PAM domain (PCI/PINT associated module) protein
Sobic.003G186000	0.894606247	AT2G46560.1		transducin family protein / WD-40 repeat family protein
Sobic.001G065100	0.894589448	AT5G46210.1	"ATCUL4,CUL4"	cullin4
Sobic.009G170200	0.894449631	AT1G17220.1	FUG1	"Translation initiation factor 2, small GTP-binding protein"
Sobic.010G249200	0.894443812	AT3G21175.2	"GATA24,TIFY2B,ZML1"	ZIM-like 1
Sobic.001G434400	0.894418215	AT1G27530.1		
Sobic.001G296400	0.894372165	AT3G60340.1		alpha/beta-Hydrolases superfamily protein
Sobic.001G296400	0.894372165	AT3G60340.2		alpha/beta-Hydrolases superfamily protein
Sobic.001G163400	0.894350902	AT1G47550.1	SEC3A	exocyst complex component sec3A
Sobic.001G026500	0.894296594	AT3G60030.1	SPL12	squamosa promoter-binding protein-like 12
Sobic.007G165600	0.894267477	AT1G63770.3		Peptidase M1 family protein
Sobic.004G307100	0.894257162	AT3G19170.1	"ATPREP1,ATZNMP,PREP1"	presequence protease 1
Sobic.003G303900	0.894105514	AT3G16170.1		AMP-dependent synthetase and ligase family protein
Sobic.010G101800	0.894092903	AT1G59610.1	"ADL3,CF1,DL3,DRP2B"	dynamin-like 3
Sobic.010G002100	0.89407433	AT1G55325.2	GCT	RNA polymerase II transcription mediators
Sobic.002G411600	0.893879664	AT3G62900.1		CW-type Zinc Finger
Sobic.006G012700	0.893782831	AT2G20390.1		
Sobic.001G208900	0.893771767	AT5G08535.1		D111/G-patch domain-containing protein
Sobic.008G065800	0.8937299			
Sobic.001G413500	0.893513981			
Sobic.006G261800	0.893471205	AT2G02160.1		CCCH-type zinc finger family protein
Sobic.001G049400	0.893428884	AT3G58500.1	PP2A-4	protein phosphatase 2A-4
Sobic.004G356900	0.893405751	AT3G19760.1	EIF4A-III	eukaryotic initiation factor 4A-III
Sobic.007G159900	0.893296757	AT4G24560.1	UBP16	ubiquitin-specific protease 16
Sobic.001G296500	0.893296471	AT2G44900.1	ARABIDILLO-1	ARABIDILLO-1
Sobic.008G131800	0.893201186	AT5G49930.1	emb1441	zinc knuckle (CCHC-type) family protein
Sobic.003G155300	0.893161021	AT3G16950.2	"LPD1,ptlpd1"	lipoamide dehydrogenase 1
Sobic.007G207000	0.893128895	AT1G20980.1	"ATSPL14,FBR6,SPL14,SPL1R2"	squamosa promoter binding protein-like 14
Sobic.007G077400	0.893128076	AT3G45770.1		"Polyketide synthase, enoylreductase family protein"
Sobic.004G064300	0.893118306	AT1G26160.1		Metal-dependent phosphohydrolase
Sobic.003G308700	0.893087356	AT5G45110.1	"ATNPR3,NPR3"	NPR1-like protein 3
Sobic.004G210101	0.893022824			
Sobic.001G276300	0.892941456	AT1G62200.1		Major facilitator superfamily protein
Sobic.004G202600	0.892914826	AT4G24750.1		Rhodanese/Cell cycle control phosphatase superfamily protein
Sobic.002G313300	0.892771051	AT3G01770.1	"ATBET10,BET10"	bromodomain and extraterminal domain protein 10
Sobic.002G380500	0.892733045	AT5G64200.1	"ATSC35,SC35"	ortholog of human splicing factor SC35
Sobic.002G380500	0.892733045	AT5G64200.2	"ATSC35,SC35"	ortholog of human splicing factor SC35
Sobic.002G193300	0.89265105	AT1G11950.1		Transcription factor jumonji (jmjC) domain-containing protein
Sobic.009G142000	0.89260278	AT5G63700.1		zinc ion binding;DNA binding
Sobic.004G091200	0.892573224	AT4G38130.1	"ATHD1,ATHDA19,HD1,HDA1,HDA19,RPD3A"	histone deacetylase 1
Sobic.001G395400	0.892561796	AT3G17000.1	UBC32	ubiquitin-conjugating enzyme 32
Sobic.009G129000	0.89235476	AT5G19080.1		RING/U-box superfamily protein
Sobic.009G212400	0.892311221	AT5G15090.2	"ATVDAC3,VDAC3"	voltage dependent anion channel 3
Sobic.001G540400	0.892248618	AT4G00450.1	"CCT,CRP"	RNA polymerase II transcription mediators
Sobic.002G246400	0.8922114	AT3G57790.1		Pectin lyase-like superfamily protein
Sobic.002G383700	0.892023712	AT5G64860.1	DPE1	disproportionating enzyme
Sobic.009G244700	0.892010613	AT1G75310.1	AUL1	auxin-like 1 protein
Sobic.003G268300	0.891961211	AT5G55100.1		SWAP (Suppressor-of-White-APricot)/surp domain-containing protein
Sobic.003G268300	0.891961211	AT5G55100.2		SWAP (Suppressor-of-White-APricot)/surp domain-containing protein
Sobic.003G274200	0.891865551	AT1G72880.2		Survival protein SurE-like phosphatase/nucleotidase
Sobic.002G408800	0.891757916	AT1G54610.3		Protein kinase superfamily protein
Sobic.001G053800	0.89166224	AT1G03910.1		
Sobic.007G136800	0.891604885	AT3G01150.1	"ATPTB1,PTB,PTB1"	polypyrimidine tract-binding protein 1
Sobic.004G272800	0.891591032	AT5G16880.2		Target of Myb protein 1
Sobic.004G272800	0.891591032	AT5G16880.1		Target of Myb protein 1
Sobic.004G116100	0.891572191	AT1G35680.1		Ribosomal protein L21
Sobic.006G279200	0.891490177	AT4G31160.1	DCAF1	DDB1-CUL4 associated factor 1
Sobic.004G327300	0.891486284	AT1G16180.2		Serinc-domain containing serine and sphingolipid biosynthesis protein
Sobic.002G325300	0.891461891	AT5G60620.1	GPAT9	glycerol-3-phosphate acyltransferase 9
Sobic.009G093200	0.891375525	AT3G10920.1	"ATMSD1,MEE33,MSD1"	manganese superoxide dismutase 1
Sobic.005G166100	0.891210545	AT1G03070.1		Bax inhibitor-1 family protein
Sobic.004G240500	0.891204941	AT2G33840.1		"Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial"
Sobic.003G172300	0.89111051	ATCG00680.1		photosystem II reaction center protein B
Sobic.008G088200	0.891062447	AT5G49910.1	"cpHsc70-2,CPHSC70-2EAT SHOCK PROTEIN 70-2,HSC70-7"	chloroplast heat shock protein 70-2
Sobic.003G155900	0.890908763	AT4G16144.1	AMSH3	associated molecule with the SH3 domain of STAM 3
Sobic.001G543200	0.890862966	AT5G47400.1		
Sobic.004G204500	0.890774011	AT1G67700.2		
Sobic.001G014100	0.890730716	AT5G43490.1		
Sobic.001G014100	0.890730716	AT5G48610.1		
Sobic.004G026700	0.89033958	AT1G32150.1	"AtbZIP68,bZIP68"	basic region/leucine zipper transcription factor 68
Sobic.002G405900	0.890259949	AT3G47160.1		RING/U-box superfamily protein
Sobic.002G405900	0.890259949	AT3G47160.2		RING/U-box superfamily protein
Sobic.003G237400	0.890253097	AT1G80300.1	"ATNTT1,NTT1"	nucleotide transporter 1
Sobic.002G200000	0.890194238	AT3G47550.6		RING/FYVE/PHD zinc finger superfamily protein
Sobic.002G200000	0.890194238	AT2G02960.1		RING/FYVE/PHD zinc finger superfamily protein
Sobic.002G200000	0.890194238	AT2G02960.3		RING/FYVE/PHD zinc finger superfamily protein
Sobic.004G336000	0.890055589	AT1G80030.2		Molecular chaperone Hsp40/DnaJ family protein
Sobic.010G085200	0.889824003	AT3G21350.2	MED6	RNA polymerase transcriptional regulation mediator-related
Sobic.001G526300	0.889682909	AT4G22910.1	"CCS52A1,FZR2"	FIZZY-related 2
Sobic.001G178300	0.889594712	AT2G03270.1		"DNA-binding protein, putative"
Sobic.010G070600	0.889396469	AT1G64570.1	DUO3	Homeodomain-like superfamily protein
Sobic.001G151400	0.88937158	AT1G56430.1	"ATNAS4,NAS4"	nicotianamine synthase 4
Sobic.001G289800	0.889323597	AT3G48050.1		BAH domain ;TFIIS helical bundle-like domain
Sobic.001G289800	0.889323597	AT3G48050.2		BAH domain ;TFIIS helical bundle-like domain
Sobic.009G238300	0.889259147	AT1G64355.1		
Sobic.001G154900	0.889107778	AT2G27210.1	BSL3	BRI1 suppressor 1 (BSU1)-like 3
Sobic.004G004300	0.888993441	AT5G47490.1		RGPR-related
Sobic.009G083800	0.888987576	AT4G32730.2	"ATMYB3R-1,ATMYB3R1,MYB3R-1,MYB3R1,PC-MYB1"	Homeodomain-like protein
Sobic.003G388100	0.88897655	AT5G48340.1		
Sobic.007G043500	0.888834526	AT5G55300.1	"MGO1,TOP1,TOP1ALPHA"	DNA topoisomerase I alpha
Sobic.004G140600	0.888793709	AT2G26970.1		"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
Sobic.006G039800	0.88869401	AT4G24970.1		"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein"
Sobic.003G445400	0.888605624	AT2G28390.1		SAND family protein
Sobic.001G076500	0.888495354	AT1G74970.1	"RPS9,TWN3"	ribosomal protein S9
Sobic.001G495000	0.888494321	AT5G45190.1		Cyclin family protein
Sobic.001G495000	0.888494321	AT5G45190.2		Cyclin family protein
Sobic.002G088700	0.888478422	AT3G05940.1		Protein of unknown function (DUF300)
Sobic.001G258200	0.888465546	AT1G07010.1		Calcineurin-like metallo-phosphoesterase superfamily protein
Sobic.010G236200	0.888441688	AT5G15920.1	SMC5	structural maintenance of chromosomes 5
Sobic.001G063700	0.888400301	AT3G10650.1		
Sobic.004G330700	0.888388562	AT2G32070.1		"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
Sobic.010G151900	0.888353463	AT2G43190.1		ribonuclease P family protein
Sobic.007G111600	0.888343047	AT1G13960.1	WRKY4	WRKY DNA-binding protein 4
Sobic.003G052700	0.888335856	AT4G24670.2	TAR2	tryptophan aminotransferase related 2
Sobic.010G000700	0.888195795	AT3G19950.1		RING/U-box superfamily protein
Sobic.001G286200	0.888142739	AT3G18410.2		Complex I subunit NDUFS6
